LINK_ID,F_NODE,T_NODE,ROAD_NAME,ROAD_NO,ROAD_RANK,ROAD_TYPE,LANES,MAX_SPD,LENGTH,UPDATEDATE,geometry_length_m,seongnam_overlap_m,seongnam_overlap_ratio,seongnam_position,inside_seongnam
2040004900,2040003202,2040003007,성남대로,3,103,000,5,60,80.382499382729,20250512,80.38249938272871,80.38249938272871,1.0,inside,True
2040004901,2040003007,2040003006,성남대로,3,103,000,5,60,12.251877785122,20250512,12.251877785122181,12.251877785122181,1.0,inside,True
2040005000,2040003004,2040003201,성남대로,3,103,000,5,60,78.195104070814,20250512,78.19510407081442,78.19510407081442,1.0,inside,True
2040005901,2040022801,2049166200,금토로,-,107,000,1,30,57.452429551143,20250512,57.45242955114307,57.45242955114307,1.0,inside,True
2040005902,2040134501,2040003703,금토로,-,107,000,1,30,44.014456254193,20250512,44.01445625419288,44.01445625419288,1.0,inside,True
2040005903,2040003703,2040003702,금토로,-,107,000,1,30,13.776039331979,20250512,13.776039331978719,13.776039331978719,1.0,inside,True
2040005904,2049166200,2040134501,금토로,-,107,000,1,30,341.367068334464,20250512,341.36706833446397,341.36706833446397,1.0,inside,True
2040006001,2040003704,2040134502,금토로,-,107,000,1,30,50.288106003039,20250512,50.28810600303883,50.28810600303883,1.0,inside,True
2040006002,2040134502,2049166300,금토로,-,107,000,1,30,337.489983798842,20250512,337.4899837988419,337.4899837988419,1.0,inside,True
2040006003,2049166300,2040022802,금토로,-,107,000,1,30,57.92334115156,20250512,57.92334115155971,57.92334115155971,1.0,inside,True
2040006300,2040003701,2040004103,금토로62번길,-,107,000,1,30,398.252303212532,20250512,398.2523032125316,398.2523032125316,1.0,inside,True
2040006301,2040004103,2040004102,금토로62번길,-,107,000,1,30,11.999504978336,20250512,11.99950497833637,11.99950497833637,1.0,inside,True
2040006302,2040003702,2040003701,금토로62번길,-,107,000,1,30,13.253506746148,20250512,13.253506746148444,13.253506746148444,1.0,inside,True
2040006400,2040004104,2040003704,금토로62번길,-,107,000,1,30,415.02809243312,20250512,415.0280924331199,415.0280924331199,1.0,inside,True
2040006401,2040004101,2040004104,금토로62번길,-,107,000,1,30,12.000155930052,20250512,12.000155930051529,12.000155930051529,1.0,inside,True
2040006402,2040003704,2040003703,금토로62번길,-,107,000,1,30,13.889030440347,20250512,13.889030440346499,13.889030440346499,1.0,inside,True
2040006500,2040003902,2040003803,달래내로,-,107,000,1,50,182.519891698115,20250512,182.51989169811537,182.51989169811537,1.0,inside,True
2040006501,2040003803,2040003802,달래내로,-,107,000,1,50,15.342843741227,20250512,15.342843741226941,15.342843741226941,1.0,inside,True
2040006600,2040003804,2040003901,달래내로,-,107,000,1,50,175.774697503178,20250512,175.77469750317758,175.77469750317758,1.0,inside,True
